Window_Num,Num_Packets,Avg_Length,stNum_Change,sqNum_Reset,ConfRev_Change,Boolean_Data_Change,Num_Events,Label
1,5,283.0,0,0,0,0,0,
2,5,283.0,0,0,0,0,0,
3,5,283.0,0,0,0,0,0,
4,5,283.0,0,0,0,0,0,
5,5,283.0,0,0,0,0,0,
6,5,283.0,0,0,0,0,0,
7,5,283.0,0,0,0,0,0,
8,5,283.0,0,0,0,0,0,
9,5,283.0,0,0,0,0,0,
10,5,283.0,0,0,0,0,0,
11,5,283.0,0,0,0,0,0,
12,5,283.0,0,0,0,0,0,
13,5,283.0,0,0,0,0,0,
14,5,283.0,0,0,0,0,0,
15,5,283.0,0,0,0,0,0,
16,5,283.0,0,0,0,0,0,
17,5,283.0,0,0,0,0,0,
18,5,283.0,0,0,0,0,0,
19,5,283.0,0,0,0,0,0,
20,5,283.0,0,0,0,0,0,
21,5,283.0,0,0,0,0,0,
22,5,283.0,0,0,0,0,0,
23,5,283.0,0,0,0,0,0,
24,4,283.0,0,0,0,0,0,
25,5,283.0,0,0,0,0,0,
26,5,283.0,0,0,0,0,0,
27,5,283.0,0,0,0,0,0,
28,5,283.0,0,0,0,0,0,
29,5,283.0,0,0,0,0,0,
30,5,283.0,0,0,0,0,0,
31,5,283.0,0,0,0,0,0,
32,5,283.0,0,0,0,0,0,
33,5,283.0,0,0,0,0,0,
34,5,283.0,0,0,0,0,0,
35,5,283.0,0,0,0,0,0,
36,5,283.0,0,0,0,0,0,
37,5,283.0,0,0,0,0,0,
38,5,283.0,0,0,0,0,0,
39,5,283.0,0,0,0,0,0,
40,5,283.0,0,0,0,0,0,
41,5,283.0,0,0,0,0,0,
42,5,283.0,0,0,0,0,0,
43,5,283.0,0,0,0,0,0,
44,5,283.0,0,0,0,0,0,
45,5,283.0,0,0,0,0,0,
46,5,283.0,0,0,0,0,0,
47,5,283.0,0,0,0,0,0,
48,5,283.0,0,0,0,0,0,
49,5,283.0,0,0,0,0,0,
50,5,283.0,0,0,0,0,0,
51,5,283.0,0,0,0,0,0,
52,5,283.0,0,0,0,0,0,
53,5,283.0,0,0,0,0,0,
54,5,283.0,0,0,0,0,0,
55,5,283.0,0,0,0,0,0,
56,5,283.0,0,0,0,0,0,
57,5,283.0,0,0,0,0,0,
58,5,283.0,0,0,0,0,0,
59,5,283.0,0,0,0,0,0,
60,5,283.0,0,0,0,0,0,
61,5,283.0,0,0,0,0,0,
62,5,283.0,0,0,0,0,0,
63,5,283.0,0,0,0,0,0,
64,5,283.0,0,0,0,0,0,
65,5,283.0,0,0,0,0,0,
66,5,283.0,0,0,0,0,0,
67,5,283.0,0,0,0,0,0,
68,5,283.0,0,0,0,0,0,
69,5,283.0,0,0,0,0,0,
70,5,283.0,0,0,0,0,0,
71,5,283.0,0,0,0,0,0,
72,5,283.0,0,0,0,0,0,
73,5,283.0,0,0,0,0,0,
74,5,283.0,0,0,0,0,0,
75,5,283.0,0,0,0,0,0,
76,5,283.0,0,0,0,0,0,
77,5,283.0,0,0,0,0,0,
78,5,283.0,0,0,0,0,0,
79,5,283.0,0,0,0,0,0,
